@index,measuredValue.basicData.@xsi:type,measuredValue.basicData.measurementOrCalculationPeriod,measuredValue.basicData.forVehiclesWithCharacteristicsOf.vehicleType,measuredValue.basicData.averageVehicleSpeed.speed,DateTime,ID
21,TrafficSpeed,900.0,carOrLightVehicle,150.0,2025-09-03T16:35:00.000+02:00,14043055
21,TrafficSpeed,900.0,carOrLightVehicle,158.0,2025-09-03T16:35:00.000+02:00,14043056
21,TrafficSpeed,900.0,carOrLightVehicle,250.0,2025-09-03T16:35:00.000+02:00,14043058
21,TrafficSpeed,900.0,carOrLightVehicle,134.0,2025-09-03T16:35:00.000+02:00,14043059
21,TrafficSpeed,900.0,carOrLightVehicle,140.0,2025-09-03T16:35:00.000+02:00,14043060
21,TrafficSpeed,900.0,carOrLightVehicle,127.0,2025-09-03T16:35:00.000+02:00,14043062
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T16:35:00.000+02:00,14043064
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T16:35:00.000+02:00,14043065
22,TrafficSpeed,900.0,lorry,173.0,2025-09-03T16:35:00.000+02:00,4001012
22,TrafficSpeed,900.0,lorry,25.0,2025-09-03T16:35:00.000+02:00,4001013
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:35:00.000+02:00,4005011
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:35:00.000+02:00,4005012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,4005013
22,TrafficSpeed,900.0,lorry,67.0,2025-09-03T16:35:00.000+02:00,4005014
22,TrafficSpeed,900.0,lorry,59.0,2025-09-03T16:35:00.000+02:00,4005015
22,TrafficSpeed,900.0,lorry,63.0,2025-09-03T16:35:00.000+02:00,4005016
22,TrafficSpeed,900.0,lorry,174.0,2025-09-03T16:35:00.000+02:00,4012011
22,TrafficSpeed,900.0,lorry,157.0,2025-09-03T16:35:00.000+02:00,4012012
22,TrafficSpeed,900.0,lorry,193.0,2025-09-03T16:35:00.000+02:00,4012013
22,TrafficSpeed,900.0,lorry,95.0,2025-09-03T16:35:00.000+02:00,4012014
22,TrafficSpeed,900.0,lorry,85.0,2025-09-03T16:35:00.000+02:00,4012015
22,TrafficSpeed,900.0,lorry,132.0,2025-09-03T16:35:00.000+02:00,4012016
22,TrafficSpeed,900.0,lorry,114.0,2025-09-03T16:35:00.000+02:00,4014011
22,TrafficSpeed,900.0,lorry,120.0,2025-09-03T16:35:00.000+02:00,4014012
22,TrafficSpeed,900.0,lorry,158.0,2025-09-03T16:35:00.000+02:00,4014013
22,TrafficSpeed,900.0,lorry,69.0,2025-09-03T16:35:00.000+02:00,4014014
22,TrafficSpeed,900.0,lorry,37.0,2025-09-03T16:35:00.000+02:00,4014015
22,TrafficSpeed,900.0,lorry,35.0,2025-09-03T16:35:00.000+02:00,4014016
22,TrafficSpeed,900.0,lorry,117.0,2025-09-03T16:35:00.000+02:00,4019011
22,TrafficSpeed,900.0,lorry,98.0,2025-09-03T16:35:00.000+02:00,4019012
22,TrafficSpeed,900.0,lorry,96.0,2025-09-03T16:35:00.000+02:00,4019013
22,TrafficSpeed,900.0,lorry,123.0,2025-09-03T16:35:00.000+02:00,4020013
22,TrafficSpeed,900.0,lorry,140.0,2025-09-03T16:35:00.000+02:00,4020014
22,TrafficSpeed,900.0,lorry,106.0,2025-09-03T16:35:00.000+02:00,4045011
22,TrafficSpeed,900.0,lorry,147.0,2025-09-03T16:35:00.000+02:00,4048011
22,TrafficSpeed,900.0,lorry,154.0,2025-09-03T16:35:00.000+02:00,4048012
22,TrafficSpeed,900.0,lorry,132.0,2025-09-03T16:35:00.000+02:00,4050011
22,TrafficSpeed,900.0,lorry,130.0,2025-09-03T16:35:00.000+02:00,4050012
22,TrafficSpeed,900.0,lorry,110.0,2025-09-03T16:35:00.000+02:00,4051011
22,TrafficSpeed,900.0,lorry,114.0,2025-09-03T16:35:00.000+02:00,4051012
22,TrafficSpeed,900.0,lorry,117.0,2025-09-03T16:35:00.000+02:00,4054011
22,TrafficSpeed,900.0,lorry,137.0,2025-09-03T16:35:00.000+02:00,4054012
22,TrafficSpeed,900.0,lorry,156.0,2025-09-03T16:35:00.000+02:00,4055011
22,TrafficSpeed,900.0,lorry,143.0,2025-09-03T16:35:00.000+02:00,4055012
22,TrafficSpeed,900.0,lorry,157.0,2025-09-03T16:35:00.000+02:00,4059011
22,TrafficSpeed,900.0,lorry,204.0,2025-09-03T16:35:00.000+02:00,4059012
22,TrafficSpeed,900.0,lorry,212.0,2025-09-03T16:35:00.000+02:00,4059013
22,TrafficSpeed,900.0,lorry,133.0,2025-09-03T16:35:00.000+02:00,4061011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,4061012
22,TrafficSpeed,900.0,lorry,125.0,2025-09-03T16:35:00.000+02:00,4063011
22,TrafficSpeed,900.0,lorry,133.0,2025-09-03T16:35:00.000+02:00,4063012
22,TrafficSpeed,900.0,lorry,134.0,2025-09-03T16:35:00.000+02:00,4066011
22,TrafficSpeed,900.0,lorry,168.0,2025-09-03T16:35:00.000+02:00,4066012
22,TrafficSpeed,900.0,lorry,148.0,2025-09-03T16:35:00.000+02:00,4070011
22,TrafficSpeed,900.0,lorry,190.0,2025-09-03T16:35:00.000+02:00,4070012
22,TrafficSpeed,900.0,lorry,166.0,2025-09-03T16:35:00.000+02:00,4071011
22,TrafficSpeed,900.0,lorry,204.0,2025-09-03T16:35:00.000+02:00,4071012
22,TrafficSpeed,900.0,lorry,127.0,2025-09-03T16:35:00.000+02:00,4072011
22,TrafficSpeed,900.0,lorry,132.0,2025-09-03T16:35:00.000+02:00,4072012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,4073011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,4073012
22,TrafficSpeed,900.0,lorry,151.0,2025-09-03T16:35:00.000+02:00,4077011
22,TrafficSpeed,900.0,lorry,145.0,2025-09-03T16:35:00.000+02:00,4077012
22,TrafficSpeed,900.0,lorry,131.0,2025-09-03T16:35:00.000+02:00,4081011
22,TrafficSpeed,900.0,lorry,103.0,2025-09-03T16:35:00.000+02:00,4081012
22,TrafficSpeed,900.0,lorry,151.0,2025-09-03T16:35:00.000+02:00,4087011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,4087012
22,TrafficSpeed,900.0,lorry,110.0,2025-09-03T16:35:00.000+02:00,4088011
22,TrafficSpeed,900.0,lorry,128.0,2025-09-03T16:35:00.000+02:00,4089011
22,TrafficSpeed,900.0,lorry,151.0,2025-09-03T16:35:00.000+02:00,4093011
22,TrafficSpeed,900.0,lorry,91.0,2025-09-03T16:35:00.000+02:00,4099011
22,TrafficSpeed,900.0,lorry,82.0,2025-09-03T16:35:00.000+02:00,4099012
22,TrafficSpeed,900.0,lorry,55.0,2025-09-03T16:35:00.000+02:00,4099013
22,TrafficSpeed,900.0,lorry,105.0,2025-09-03T16:35:00.000+02:00,4108011
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,4108012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,4108021
22,TrafficSpeed,900.0,lorry,128.0,2025-09-03T16:35:00.000+02:00,4108022
22,TrafficSpeed,900.0,lorry,148.0,2025-09-03T16:35:00.000+02:00,4110011
22,TrafficSpeed,900.0,lorry,153.0,2025-09-03T16:35:00.000+02:00,4110012
22,TrafficSpeed,900.0,lorry,92.0,2025-09-03T16:35:00.000+02:00,4110021
22,TrafficSpeed,900.0,lorry,138.0,2025-09-03T16:35:00.000+02:00,4110022
22,TrafficSpeed,900.0,lorry,125.0,2025-09-03T16:35:00.000+02:00,4111011
22,TrafficSpeed,900.0,lorry,134.0,2025-09-03T16:35:00.000+02:00,4111012
22,TrafficSpeed,900.0,lorry,147.0,2025-09-03T16:35:00.000+02:00,4111013
22,TrafficSpeed,900.0,lorry,141.0,2025-09-03T16:35:00.000+02:00,4111014
22,TrafficSpeed,900.0,lorry,116.0,2025-09-03T16:35:00.000+02:00,4112011
22,TrafficSpeed,900.0,lorry,129.0,2025-09-03T16:35:00.000+02:00,4112012
22,TrafficSpeed,900.0,lorry,135.0,2025-09-03T16:35:00.000+02:00,4118014
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043001
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043003
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043004
22,TrafficSpeed,900.0,lorry,70.0,2025-09-03T16:35:00.000+02:00,14043005
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043006
22,TrafficSpeed,900.0,lorry,50.0,2025-09-03T16:35:00.000+02:00,14043007
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043008
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043009
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043010
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043011
22,TrafficSpeed,900.0,lorry,250.0,2025-09-03T16:35:00.000+02:00,14043012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043013
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043014
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043015
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043037
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043038
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043039
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043040
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043041
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043045
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043046
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043049
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043050
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043051
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043052
22,TrafficSpeed,900.0,lorry,20.0,2025-09-03T16:35:00.000+02:00,14043053
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043054
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043055
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043056
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043058
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043059
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043060
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043062
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043064
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:35:00.000+02:00,14043065
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043016
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043017
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043018
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043020
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043021
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043022
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043023
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043024
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043025
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043027
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043028
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043029
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043030
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043031
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043032
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043034
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043035
21,TrafficSpeed,900.0,carOrLightVehicle,254.0,2025-09-03T16:50:00.000+02:00,14043036
21,TrafficSpeed,900.0,carOrLightVehicle,236.0,2025-09-03T16:50:00.000+02:00,14043044
21,TrafficSpeed,900.0,carOrLightVehicle,160.0,2025-09-03T16:50:00.000+02:00,4001012
21,TrafficSpeed,900.0,carOrLightVehicle,31.0,2025-09-03T16:50:00.000+02:00,4001013
21,TrafficSpeed,900.0,carOrLightVehicle,155.0,2025-09-03T16:50:00.000+02:00,4005011
21,TrafficSpeed,900.0,carOrLightVehicle,160.0,2025-09-03T16:50:00.000+02:00,4005012
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T16:50:00.000+02:00,4005013
21,TrafficSpeed,900.0,carOrLightVehicle,41.0,2025-09-03T16:50:00.000+02:00,4005014
21,TrafficSpeed,900.0,carOrLightVehicle,28.0,2025-09-03T16:50:00.000+02:00,4005015
21,TrafficSpeed,900.0,carOrLightVehicle,44.0,2025-09-03T16:50:00.000+02:00,4005016
21,TrafficSpeed,900.0,carOrLightVehicle,154.0,2025-09-03T16:50:00.000+02:00,4012011
21,TrafficSpeed,900.0,carOrLightVehicle,147.0,2025-09-03T16:50:00.000+02:00,4012012
21,TrafficSpeed,900.0,carOrLightVehicle,166.0,2025-09-03T16:50:00.000+02:00,4012013
21,TrafficSpeed,900.0,carOrLightVehicle,71.0,2025-09-03T16:50:00.000+02:00,4012014
21,TrafficSpeed,900.0,carOrLightVehicle,66.0,2025-09-03T16:50:00.000+02:00,4012015
21,TrafficSpeed,900.0,carOrLightVehicle,98.0,2025-09-03T16:50:00.000+02:00,4012016
21,TrafficSpeed,900.0,carOrLightVehicle,101.0,2025-09-03T16:50:00.000+02:00,4014011
21,TrafficSpeed,900.0,carOrLightVehicle,91.0,2025-09-03T16:50:00.000+02:00,4014012
21,TrafficSpeed,900.0,carOrLightVehicle,97.0,2025-09-03T16:50:00.000+02:00,4014013
21,TrafficSpeed,900.0,carOrLightVehicle,78.0,2025-09-03T16:50:00.000+02:00,4014014
21,TrafficSpeed,900.0,carOrLightVehicle,60.0,2025-09-03T16:50:00.000+02:00,4014015
21,TrafficSpeed,900.0,carOrLightVehicle,54.0,2025-09-03T16:50:00.000+02:00,4014016
21,TrafficSpeed,900.0,carOrLightVehicle,100.0,2025-09-03T16:50:00.000+02:00,4019011
21,TrafficSpeed,900.0,carOrLightVehicle,103.0,2025-09-03T16:50:00.000+02:00,4019012
21,TrafficSpeed,900.0,carOrLightVehicle,121.0,2025-09-03T16:50:00.000+02:00,4019013
21,TrafficSpeed,900.0,carOrLightVehicle,118.0,2025-09-03T16:50:00.000+02:00,4020013
21,TrafficSpeed,900.0,carOrLightVehicle,121.0,2025-09-03T16:50:00.000+02:00,4020014
21,TrafficSpeed,900.0,carOrLightVehicle,105.0,2025-09-03T16:50:00.000+02:00,4045011
21,TrafficSpeed,900.0,carOrLightVehicle,127.0,2025-09-03T16:50:00.000+02:00,4048011
21,TrafficSpeed,900.0,carOrLightVehicle,130.0,2025-09-03T16:50:00.000+02:00,4048012
21,TrafficSpeed,900.0,carOrLightVehicle,125.0,2025-09-03T16:50:00.000+02:00,4050011
21,TrafficSpeed,900.0,carOrLightVehicle,129.0,2025-09-03T16:50:00.000+02:00,4050012
21,TrafficSpeed,900.0,carOrLightVehicle,136.0,2025-09-03T16:50:00.000+02:00,4051011
21,TrafficSpeed,900.0,carOrLightVehicle,139.0,2025-09-03T16:50:00.000+02:00,4051012
21,TrafficSpeed,900.0,carOrLightVehicle,153.0,2025-09-03T16:50:00.000+02:00,4054011
21,TrafficSpeed,900.0,carOrLightVehicle,144.0,2025-09-03T16:50:00.000+02:00,4054012
21,TrafficSpeed,900.0,carOrLightVehicle,150.0,2025-09-03T16:50:00.000+02:00,4055011
21,TrafficSpeed,900.0,carOrLightVehicle,160.0,2025-09-03T16:50:00.000+02:00,4055012
21,TrafficSpeed,900.0,carOrLightVehicle,130.0,2025-09-03T16:50:00.000+02:00,4059011
21,TrafficSpeed,900.0,carOrLightVehicle,160.0,2025-09-03T16:50:00.000+02:00,4059012
21,TrafficSpeed,900.0,carOrLightVehicle,143.0,2025-09-03T16:50:00.000+02:00,4059013
21,TrafficSpeed,900.0,carOrLightVehicle,111.0,2025-09-03T16:50:00.000+02:00,4061011
21,TrafficSpeed,900.0,carOrLightVehicle,118.0,2025-09-03T16:50:00.000+02:00,4061012
21,TrafficSpeed,900.0,carOrLightVehicle,118.0,2025-09-03T16:50:00.000+02:00,4063011
21,TrafficSpeed,900.0,carOrLightVehicle,111.0,2025-09-03T16:50:00.000+02:00,4063012
21,TrafficSpeed,900.0,carOrLightVehicle,135.0,2025-09-03T16:50:00.000+02:00,4066011
21,TrafficSpeed,900.0,carOrLightVehicle,134.0,2025-09-03T16:50:00.000+02:00,4066012
21,TrafficSpeed,900.0,carOrLightVehicle,157.0,2025-09-03T16:50:00.000+02:00,4070011
21,TrafficSpeed,900.0,carOrLightVehicle,155.0,2025-09-03T16:50:00.000+02:00,4070012
21,TrafficSpeed,900.0,carOrLightVehicle,143.0,2025-09-03T16:50:00.000+02:00,4071011
21,TrafficSpeed,900.0,carOrLightVehicle,148.0,2025-09-03T16:50:00.000+02:00,4071012
21,TrafficSpeed,900.0,carOrLightVehicle,135.0,2025-09-03T16:50:00.000+02:00,4072011
21,TrafficSpeed,900.0,carOrLightVehicle,121.0,2025-09-03T16:50:00.000+02:00,4072012
21,TrafficSpeed,900.0,carOrLightVehicle,78.0,2025-09-03T16:50:00.000+02:00,4073011
21,TrafficSpeed,900.0,carOrLightVehicle,121.0,2025-09-03T16:50:00.000+02:00,4073012
21,TrafficSpeed,900.0,carOrLightVehicle,134.0,2025-09-03T16:50:00.000+02:00,4077011
21,TrafficSpeed,900.0,carOrLightVehicle,153.0,2025-09-03T16:50:00.000+02:00,4077012
21,TrafficSpeed,900.0,carOrLightVehicle,141.0,2025-09-03T16:50:00.000+02:00,4081011
21,TrafficSpeed,900.0,carOrLightVehicle,134.0,2025-09-03T16:50:00.000+02:00,4081012
21,TrafficSpeed,900.0,carOrLightVehicle,147.0,2025-09-03T16:50:00.000+02:00,4087011
21,TrafficSpeed,900.0,carOrLightVehicle,143.0,2025-09-03T16:50:00.000+02:00,4087012
21,TrafficSpeed,900.0,carOrLightVehicle,118.0,2025-09-03T16:50:00.000+02:00,4088011
21,TrafficSpeed,900.0,carOrLightVehicle,114.0,2025-09-03T16:50:00.000+02:00,4089011
21,TrafficSpeed,900.0,carOrLightVehicle,134.0,2025-09-03T16:50:00.000+02:00,4093011
21,TrafficSpeed,900.0,carOrLightVehicle,84.0,2025-09-03T16:50:00.000+02:00,4099011
21,TrafficSpeed,900.0,carOrLightVehicle,57.0,2025-09-03T16:50:00.000+02:00,4099012
21,TrafficSpeed,900.0,carOrLightVehicle,50.0,2025-09-03T16:50:00.000+02:00,4099013
21,TrafficSpeed,900.0,carOrLightVehicle,122.0,2025-09-03T16:50:00.000+02:00,4108011
21,TrafficSpeed,900.0,carOrLightVehicle,119.0,2025-09-03T16:50:00.000+02:00,4108012
21,TrafficSpeed,900.0,carOrLightVehicle,110.0,2025-09-03T16:50:00.000+02:00,4108021
21,TrafficSpeed,900.0,carOrLightVehicle,115.0,2025-09-03T16:50:00.000+02:00,4108022
21,TrafficSpeed,900.0,carOrLightVehicle,132.0,2025-09-03T16:50:00.000+02:00,4110011
21,TrafficSpeed,900.0,carOrLightVehicle,136.0,2025-09-03T16:50:00.000+02:00,4110012
21,TrafficSpeed,900.0,carOrLightVehicle,104.0,2025-09-03T16:50:00.000+02:00,4110021
21,TrafficSpeed,900.0,carOrLightVehicle,119.0,2025-09-03T16:50:00.000+02:00,4110022
21,TrafficSpeed,900.0,carOrLightVehicle,105.0,2025-09-03T16:50:00.000+02:00,4111011
21,TrafficSpeed,900.0,carOrLightVehicle,118.0,2025-09-03T16:50:00.000+02:00,4111012
21,TrafficSpeed,900.0,carOrLightVehicle,134.0,2025-09-03T16:50:00.000+02:00,4111013
21,TrafficSpeed,900.0,carOrLightVehicle,144.0,2025-09-03T16:50:00.000+02:00,4111014
21,TrafficSpeed,900.0,carOrLightVehicle,96.0,2025-09-03T16:50:00.000+02:00,4112011
21,TrafficSpeed,900.0,carOrLightVehicle,108.0,2025-09-03T16:50:00.000+02:00,4112012
21,TrafficSpeed,900.0,carOrLightVehicle,139.0,2025-09-03T16:50:00.000+02:00,4118014
21,TrafficSpeed,900.0,carOrLightVehicle,94.0,2025-09-03T16:50:00.000+02:00,14043001
21,TrafficSpeed,900.0,carOrLightVehicle,140.0,2025-09-03T16:50:00.000+02:00,14043003
21,TrafficSpeed,900.0,carOrLightVehicle,220.0,2025-09-03T16:50:00.000+02:00,14043004
21,TrafficSpeed,900.0,carOrLightVehicle,140.0,2025-09-03T16:50:00.000+02:00,14043005
21,TrafficSpeed,900.0,carOrLightVehicle,136.0,2025-09-03T16:50:00.000+02:00,14043006
21,TrafficSpeed,900.0,carOrLightVehicle,63.0,2025-09-03T16:50:00.000+02:00,14043007
21,TrafficSpeed,900.0,carOrLightVehicle,77.0,2025-09-03T16:50:00.000+02:00,14043008
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T16:50:00.000+02:00,14043009
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T16:50:00.000+02:00,14043010
21,TrafficSpeed,900.0,carOrLightVehicle,121.0,2025-09-03T16:50:00.000+02:00,14043011
21,TrafficSpeed,900.0,carOrLightVehicle,99.0,2025-09-03T16:50:00.000+02:00,14043012
21,TrafficSpeed,900.0,carOrLightVehicle,160.0,2025-09-03T16:50:00.000+02:00,14043013
21,TrafficSpeed,900.0,carOrLightVehicle,110.0,2025-09-03T16:50:00.000+02:00,14043014
21,TrafficSpeed,900.0,carOrLightVehicle,110.0,2025-09-03T16:50:00.000+02:00,14043015
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043016
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043017
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043018
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043020
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043021
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043022
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043023
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043024
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043025
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043027
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043028
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043029
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043030
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043031
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043032
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043034
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043035
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,14043036
21,TrafficSpeed,900.0,carOrLightVehicle,183.0,2025-09-03T16:50:00.000+02:00,14043037
21,TrafficSpeed,900.0,carOrLightVehicle,163.0,2025-09-03T16:50:00.000+02:00,14043038
21,TrafficSpeed,900.0,carOrLightVehicle,100.0,2025-09-03T16:50:00.000+02:00,14043039
21,TrafficSpeed,900.0,carOrLightVehicle,138.0,2025-09-03T16:50:00.000+02:00,14043040
21,TrafficSpeed,900.0,carOrLightVehicle,180.0,2025-09-03T16:50:00.000+02:00,14043041
22,TrafficSpeed,900.0,lorry,236.0,2025-09-03T16:50:00.000+02:00,14043044
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T16:50:00.000+02:00,14043045
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T16:50:00.000+02:00,14043046
21,TrafficSpeed,900.0,carOrLightVehicle,131.0,2025-09-03T16:50:00.000+02:00,14043049
21,TrafficSpeed,900.0,carOrLightVehicle,140.0,2025-09-03T16:50:00.000+02:00,14043050
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T16:50:00.000+02:00,14043051
21,TrafficSpeed,900.0,carOrLightVehicle,0.0,2025-09-03T16:50:00.000+02:00,14043052
21,TrafficSpeed,900.0,carOrLightVehicle,35.0,2025-09-03T16:50:00.000+02:00,14043053
21,TrafficSpeed,900.0,carOrLightVehicle,39.0,2025-09-03T16:50:00.000+02:00,14043054
21,TrafficSpeed,900.0,carOrLightVehicle,50.0,2025-09-03T16:50:00.000+02:00,14043055
21,TrafficSpeed,900.0,carOrLightVehicle,130.0,2025-09-03T16:50:00.000+02:00,14043056
21,TrafficSpeed,900.0,carOrLightVehicle,250.0,2025-09-03T16:50:00.000+02:00,14043058
21,TrafficSpeed,900.0,carOrLightVehicle,125.0,2025-09-03T16:50:00.000+02:00,14043059
21,TrafficSpeed,900.0,carOrLightVehicle,152.0,2025-09-03T16:50:00.000+02:00,14043060
21,TrafficSpeed,900.0,carOrLightVehicle,190.0,2025-09-03T16:50:00.000+02:00,14043062
21,TrafficSpeed,900.0,carOrLightVehicle,20.0,2025-09-03T16:50:00.000+02:00,14043064
21,TrafficSpeed,900.0,carOrLightVehicle,50.0,2025-09-03T16:50:00.000+02:00,14043065
22,TrafficSpeed,900.0,lorry,170.0,2025-09-03T16:50:00.000+02:00,4001012
22,TrafficSpeed,900.0,lorry,45.0,2025-09-03T16:50:00.000+02:00,4001013
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,4005011
22,TrafficSpeed,900.0,lorry,254.0,2025-09-03T16:50:00.000+02:00,4005012
22,TrafficSpeed,900.0,lorry,0.0,2025-09-03T16:50:00.000+02:00,4005013
22,TrafficSpeed,900.0,lorry,37.0,2025-09-03T16:50:00.000+02:00,4005014
22,TrafficSpeed,900.0,lorry,21.0,2025-09-03T16:50:00.000+02:00,4005015
